date,risk_score,risk_band,alert
2005-04-19,5.8551427e-06,LOW,False
2005-04-20,5.756347e-06,LOW,False
2005-04-21,5.7870443e-06,LOW,False
2005-04-22,5.6096283e-06,LOW,False
2005-04-23,5.650482e-06,LOW,False
2005-04-24,5.4272473e-06,LOW,False
2005-04-25,5.6738572e-06,LOW,False
2005-04-26,6.498346e-06,LOW,False
2005-04-27,6.746417e-06,LOW,False
2005-04-28,6.826833e-06,LOW,False
2005-04-29,6.728465e-06,LOW,False
2005-04-30,6.4622177e-06,LOW,False
2005-05-01,6.44737e-06,LOW,False
2005-05-02,6.6796956e-06,LOW,False
2005-05-03,6.5253353e-06,LOW,False
2005-05-04,6.594922e-06,LOW,False
2005-05-05,6.4737587e-06,LOW,False
2005-05-06,6.524271e-06,LOW,False
2005-05-07,6.5272893e-06,LOW,False
2005-05-08,6.441237e-06,LOW,False
2005-05-09,6.6522716e-06,LOW,False
2005-05-10,7.218923e-06,LOW,False
2005-05-11,7.3259007e-06,LOW,False
2005-05-12,7.215489e-06,LOW,False
2005-05-13,6.8926374e-06,LOW,False
2005-05-14,6.5493064e-06,LOW,False
2005-05-15,6.288127e-06,LOW,False
2005-05-16,6.177912e-06,LOW,False
2005-05-17,6.022768e-06,LOW,False
2005-05-18,6.007332e-06,LOW,False
2005-05-19,5.943168e-06,LOW,False
2005-05-20,6.137112e-06,LOW,False
2005-05-21,6.015627e-06,LOW,False
2005-05-22,5.8468004e-06,LOW,False
2005-05-23,6.027796e-06,LOW,False
2005-05-24,6.6731377e-06,LOW,False
2005-05-25,7.1731156e-06,LOW,False
2005-05-26,7.1985323e-06,LOW,False
2005-05-27,7.4109757e-06,LOW,False
2005-05-28,7.2395437e-06,LOW,False
2005-05-29,7.354713e-06,LOW,False
2005-05-30,7.1762147e-06,LOW,False
2005-05-31,7.229588e-06,LOW,False
2005-06-01,7.3242804e-06,LOW,False
2005-06-02,7.2592193e-06,LOW,False
2005-06-03,7.260757e-06,LOW,False
2005-06-04,7.3134956e-06,LOW,False
2005-06-05,7.336017e-06,LOW,False
2005-06-06,7.288882e-06,LOW,False
2005-06-07,7.3103934e-06,LOW,False
2005-06-08,7.2341813e-06,LOW,False
2005-06-09,7.1625877e-06,LOW,False
2005-06-10,6.8668924e-06,LOW,False
2005-06-11,6.9767925e-06,LOW,False
2005-06-12,6.8480185e-06,LOW,False
2005-06-13,6.45692e-06,LOW,False
2005-06-14,6.1649876e-06,LOW,False
2005-06-15,6.0180946e-06,LOW,False
2005-06-16,5.9779168e-06,LOW,False
2005-06-17,6.1144106e-06,LOW,False
2005-06-18,5.3305907e-06,LOW,False
2005-06-19,3.3727488e-06,LOW,False
2005-06-20,1.6802986e-06,LOW,False
2005-06-21,1.517637e-06,LOW,False
2005-06-22,1.4482044e-06,LOW,False
2005-06-23,1.7013932e-06,LOW,False
2005-06-24,3.4919117e-06,LOW,False
2005-06-25,4.010855e-06,LOW,False
2005-06-26,4.1295934e-06,LOW,False
2005-06-27,4.0490986e-06,LOW,False
2005-06-28,3.869766e-06,LOW,False
2005-06-29,4.193597e-06,LOW,False
2005-06-30,4.742422e-06,LOW,False
2005-07-01,6.0176985e-06,LOW,False
2005-07-02,1.1212428e-05,LOW,False
2005-07-03,2.6683847e-05,LOW,False
2005-07-04,6.2699255e-05,LOW,False
2005-07-05,0.00012633488,LOW,False
2005-07-06,0.00034174582,LOW,False
2005-07-07,0.00055973866,LOW,False
2005-07-08,0.00058682554,LOW,False
2005-07-09,0.0005615224,LOW,False
2005-07-10,0.00050821126,LOW,False
2005-07-11,0.00043900975,LOW,False
2005-07-12,0.0003886435,LOW,False
2005-07-13,0.0003731099,LOW,False
2005-07-14,0.00038285722,LOW,False
2005-07-15,0.0004101002,LOW,False
2005-07-16,0.00045993898,LOW,False
2005-07-17,0.00039052236,LOW,False
2005-07-18,0.0002374344,LOW,False
2005-07-19,0.00013896581,LOW,False
2005-07-20,6.7912646e-05,LOW,False
2005-07-21,5.6997582e-05,LOW,False
2005-07-22,8.630792e-05,LOW,False
2005-07-23,0.00012041517,LOW,False
2005-07-24,0.00012473017,LOW,False
2005-07-25,9.816397e-05,LOW,False
2005-07-26,0.00010686096,LOW,False
2005-07-27,0.0001347145,LOW,False
2005-07-28,0.00025877307,LOW,False
2005-07-29,0.00037467238,LOW,False
2005-07-30,0.00069439184,LOW,False
2005-07-31,0.001681698,LOW,False
2005-08-01,0.007002777,LOW,False
2005-08-02,0.015734777,LOW,False
2005-08-03,0.04654494,LOW,False
2005-08-04,0.16533826,LOW,False
2005-08-05,0.47955972,MODERATE,False
2005-08-06,0.87075967,EXTREME,True
2005-08-07,0.9879523,EXTREME,True
2005-08-08,0.99286,EXTREME,True
2005-08-09,0.9941445,EXTREME,True
2005-08-10,0.9951265,EXTREME,True
2005-08-11,0.9951265,EXTREME,True
2005-08-12,0.9949238,EXTREME,True
2005-08-13,0.99404943,EXTREME,True
2005-08-14,0.99190956,EXTREME,True
2005-08-15,0.9843651,EXTREME,True
2005-08-16,0.9762012,EXTREME,True
2005-08-17,0.94482636,EXTREME,True
2005-08-18,0.81144905,EXTREME,True
2005-08-19,0.48060966,MODERATE,False
2005-08-20,0.18760432,LOW,False
2005-08-21,0.05862353,LOW,False
2005-08-22,0.019666519,LOW,False
2005-08-23,0.009172075,LOW,False
2005-08-24,0.004939541,LOW,False
2005-08-25,0.003470481,LOW,False
2005-08-26,0.0024184969,LOW,False
2005-08-27,0.0020510813,LOW,False
2005-08-28,0.0016438179,LOW,False
2005-08-29,0.0013450518,LOW,False
2005-08-30,0.0011253287,LOW,False
2005-08-31,0.0010489743,LOW,False
2005-09-01,0.0009807751,LOW,False
2005-09-02,0.00083749485,LOW,False
2005-09-03,0.0008430957,LOW,False
2005-09-04,0.00085311313,LOW,False
2005-09-05,0.00062293455,LOW,False
2005-09-06,0.00052237615,LOW,False
2005-09-07,0.0004515559,LOW,False
2005-09-08,0.00045203697,LOW,False
2005-09-09,0.0004468854,LOW,False
2005-09-10,0.0004749018,LOW,False
2005-09-11,0.00045070183,LOW,False
2005-09-12,0.00041301482,LOW,False
2005-09-13,0.0004143874,LOW,False
2005-09-14,0.0004204866,LOW,False
2005-09-15,0.0004256297,LOW,False
2005-09-16,0.00047001234,LOW,False
2005-09-17,0.000540575,LOW,False
2005-09-18,0.0005892021,LOW,False
2005-09-19,0.00068362517,LOW,False
2005-09-20,0.00069967745,LOW,False
2005-09-21,0.0007323847,LOW,False
2005-09-22,0.0006773914,LOW,False
2005-09-23,0.0006689531,LOW,False
2005-09-24,0.00064046716,LOW,False
2005-09-25,0.00061484455,LOW,False
2005-09-26,0.00060861657,LOW,False
2005-09-27,0.00061309256,LOW,False
2005-09-28,0.000611692,LOW,False
2005-09-29,0.0005812129,LOW,False
2005-09-30,0.000569543,LOW,False
2005-10-01,0.00055372017,LOW,False
2005-10-02,0.0005379387,LOW,False
2005-10-03,0.000527365,LOW,False
2005-10-04,0.000520123,LOW,False
2005-10-05,0.0005040185,LOW,False
2005-10-06,0.00049067097,LOW,False
2005-10-07,0.0005104756,LOW,False
2005-10-08,0.00052047113,LOW,False
2005-10-09,0.00047564253,LOW,False
2005-10-10,0.00043601755,LOW,False
2005-10-11,0.0004609261,LOW,False
2005-10-12,0.0004414372,LOW,False
2005-10-13,0.00044270413,LOW,False
2005-10-14,0.0004283544,LOW,False
2005-10-15,0.00043359652,LOW,False
2005-10-16,0.00042330308,LOW,False
2005-10-17,0.00040936176,LOW,False
2005-10-18,0.0003879339,LOW,False
2005-10-19,0.0003594665,LOW,False
2005-10-20,0.00034593898,LOW,False
2005-10-21,0.00032394074,LOW,False
2005-10-22,0.00032061996,LOW,False
2005-10-23,0.00032714425,LOW,False
2005-10-24,0.0003508499,LOW,False
2005-10-25,0.00033334518,LOW,False
2005-10-26,0.0003277689,LOW,False
2005-10-27,0.0003275075,LOW,False
2005-10-28,0.00032949835,LOW,False
2005-10-29,0.00032432112,LOW,False
2005-10-30,0.00031881855,LOW,False
2005-10-31,0.00031796802,LOW,False
2005-11-01,0.00032153892,LOW,False
2005-11-02,6.0881164e-05,LOW,False
2005-11-03,1.5168253e-06,LOW,False
2005-11-04,3.206996e-07,LOW,False
2005-11-05,1.4816018e-07,LOW,False
2005-11-06,1.0453958e-07,LOW,False
2005-11-07,8.880726e-08,LOW,False
2005-11-08,8.292443e-08,LOW,False
2005-11-09,7.675475e-08,LOW,False
2005-11-10,7.333356e-08,LOW,False
2005-11-11,6.64901e-08,LOW,False
2005-11-12,6.847314e-08,LOW,False
2005-11-13,6.959071e-08,LOW,False
2005-11-14,6.958142e-08,LOW,False
2005-11-15,8.316095e-06,LOW,False
2005-11-16,5.1796655e-06,LOW,False
2005-11-17,4.8447278e-06,LOW,False
2005-11-18,4.633629e-06,LOW,False
2005-11-19,4.5726983e-06,LOW,False
2005-11-20,4.517081e-06,LOW,False
2005-11-21,4.450504e-06,LOW,False
2005-11-22,4.387426e-06,LOW,False
2005-11-23,4.2625825e-06,LOW,False
2005-11-24,4.2742327e-06,LOW,False
2005-11-25,4.4700664e-06,LOW,False
2005-11-26,4.394922e-06,LOW,False
2005-11-27,4.4482294e-06,LOW,False
2005-11-28,4.591725e-06,LOW,False
2005-11-29,4.5869365e-06,LOW,False
2005-11-30,3.7615669e-06,LOW,False
2005-12-01,4.191242e-06,LOW,False
2005-12-02,4.7225863e-06,LOW,False
2005-12-03,5.056279e-06,LOW,False
2005-12-04,5.602907e-06,LOW,False
2005-12-05,5.477931e-06,LOW,False
2005-12-06,5.8511177e-06,LOW,False
2005-12-07,6.1501246e-06,LOW,False
2005-12-08,6.260614e-06,LOW,False
2005-12-09,6.537612e-06,LOW,False
2005-12-10,6.6590883e-06,LOW,False
2005-12-11,6.818505e-06,LOW,False
2005-12-12,7.180144e-06,LOW,False
2005-12-13,8.7982635e-06,LOW,False
2005-12-14,8.910281e-06,LOW,False
2005-12-15,9.227957e-06,LOW,False
2005-12-16,9.811606e-06,LOW,False
2005-12-17,8.715306e-06,LOW,False
2005-12-18,7.87803e-06,LOW,False
2005-12-19,7.095715e-06,LOW,False
2005-12-20,6.505526e-06,LOW,False
2005-12-21,6.113192e-06,LOW,False
2005-12-22,5.6534086e-06,LOW,False
2005-12-23,5.253797e-06,LOW,False
2005-12-24,4.9521773e-06,LOW,False
2005-12-25,4.657331e-06,LOW,False
2005-12-26,4.2456e-06,LOW,False
2005-12-27,4.0552086e-06,LOW,False
2005-12-28,3.965855e-06,LOW,False
2005-12-29,3.8002272e-06,LOW,False
2005-12-30,3.769773e-06,LOW,False
2005-12-31,3.8646913e-06,LOW,False
2006-01-01,3.815814e-06,LOW,False
2006-01-02,3.7566415e-06,LOW,False
2006-01-03,3.9359047e-06,LOW,False
2006-01-04,4.205247e-06,LOW,False
2006-01-05,3.9428396e-06,LOW,False
2006-01-06,4.3511745e-06,LOW,False
2006-01-07,4.9260075e-06,LOW,False
2006-01-08,5.1002285e-06,LOW,False
2006-01-09,5.17127e-06,LOW,False
2006-01-10,5.378274e-06,LOW,False
2006-01-11,5.3738236e-06,LOW,False
2006-01-12,5.4545303e-06,LOW,False
2006-01-13,5.623597e-06,LOW,False
2006-01-14,5.6591803e-06,LOW,False
2006-01-15,5.831865e-06,LOW,False
2006-01-16,6.035101e-06,LOW,False
2006-01-17,6.116055e-06,LOW,False
2006-01-18,5.909343e-06,LOW,False
2006-01-19,6.10475e-06,LOW,False
2006-01-20,5.983689e-06,LOW,False
2006-01-21,5.978453e-06,LOW,False
2006-01-22,6.10358e-06,LOW,False
2006-01-23,5.9437693e-06,LOW,False
2006-01-24,6.136474e-06,LOW,False
2006-01-25,5.772823e-06,LOW,False
2006-01-26,5.52386e-06,LOW,False
2006-01-27,5.3338154e-06,LOW,False
2006-01-28,5.1749553e-06,LOW,False
2006-01-29,5.2653386e-06,LOW,False
2006-01-30,4.9011483e-06,LOW,False
2006-01-31,4.6976875e-06,LOW,False
2006-02-01,4.5363e-06,LOW,False
2006-02-02,4.440829e-06,LOW,False
2006-02-03,4.3930704e-06,LOW,False
2006-02-04,4.3256136e-06,LOW,False
2006-02-05,4.258105e-06,LOW,False
2006-02-06,4.327e-06,LOW,False
2006-02-07,4.22515e-06,LOW,False
2006-02-08,3.9691886e-06,LOW,False
2006-02-09,3.9171027e-06,LOW,False
2006-02-10,4.261806e-06,LOW,False
2006-02-11,4.8107454e-06,LOW,False
2006-02-12,5.03153e-06,LOW,False
2006-02-13,5.1248994e-06,LOW,False
2006-02-14,5.0833496e-06,LOW,False
2006-02-15,5.3002623e-06,LOW,False
2006-02-16,5.3198146e-06,LOW,False
2006-02-17,5.3146982e-06,LOW,False
2006-02-18,5.601908e-06,LOW,False
2006-02-19,5.795096e-06,LOW,False
2006-02-20,5.763153e-06,LOW,False
2006-02-21,5.9450954e-06,LOW,False
2006-02-22,5.9983436e-06,LOW,False
2006-02-23,6.26709e-06,LOW,False
2006-02-24,6.491656e-06,LOW,False
2006-02-25,6.929249e-06,LOW,False
2006-02-26,7.4169293e-06,LOW,False
2006-02-27,6.9365356e-06,LOW,False
2006-02-28,7.141267e-06,LOW,False
2006-03-01,7.309013e-06,LOW,False
2006-03-02,7.1241325e-06,LOW,False
2006-03-03,7.2549838e-06,LOW,False
2006-03-04,7.262751e-06,LOW,False
2006-03-05,6.8113814e-06,LOW,False
2006-03-06,6.6291236e-06,LOW,False
2006-03-07,6.479058e-06,LOW,False
2006-03-08,5.8676187e-06,LOW,False
2006-03-09,5.858298e-06,LOW,False
2006-03-10,5.7827356e-06,LOW,False
2006-03-11,5.214548e-06,LOW,False
2006-03-12,5.2297924e-06,LOW,False
2006-03-13,5.0191893e-06,LOW,False
2006-03-14,4.9262003e-06,LOW,False
2006-03-15,4.8387574e-06,LOW,False
2006-03-16,4.8245656e-06,LOW,False
2006-03-17,4.7760586e-06,LOW,False
2006-03-18,4.6567447e-06,LOW,False
2006-03-19,4.488653e-06,LOW,False
2006-03-20,4.5902143e-06,LOW,False
2006-03-21,4.299695e-06,LOW,False
2006-03-22,4.4233047e-06,LOW,False
2006-03-23,4.6656087e-06,LOW,False
2006-03-24,4.581699e-06,LOW,False
2006-03-25,4.9018217e-06,LOW,False
2006-03-26,4.897434e-06,LOW,False
2006-03-27,4.7566127e-06,LOW,False
2006-03-28,4.911419e-06,LOW,False
2006-03-29,5.020793e-06,LOW,False
2006-03-30,4.818932e-06,LOW,False
2006-03-31,4.8669326e-06,LOW,False
2006-04-01,5.1666607e-06,LOW,False
2006-04-02,5.746096e-06,LOW,False
2006-04-03,5.5577734e-06,LOW,False
2006-04-04,5.626569e-06,LOW,False
2006-04-05,5.5203154e-06,LOW,False
2006-04-06,5.678502e-06,LOW,False
2006-04-07,5.385151e-06,LOW,False
2006-04-08,5.5405108e-06,LOW,False
2006-04-09,5.518e-06,LOW,False
2006-04-10,5.530697e-06,LOW,False
2006-04-11,6.187299e-06,LOW,False
2006-04-12,6.6081243e-06,LOW,False
2006-04-13,6.7599613e-06,LOW,False
2006-04-14,6.9802727e-06,LOW,False
2006-04-15,6.7331894e-06,LOW,False
2006-04-16,6.759633e-06,LOW,False
2006-04-17,6.539751e-06,LOW,False
2006-04-18,6.969989e-06,LOW,False
2006-04-19,6.9483135e-06,LOW,False
2006-04-20,7.101592e-06,LOW,False
2006-04-21,7.2943967e-06,LOW,False
2006-04-22,7.0403557e-06,LOW,False
2006-04-23,7.1526088e-06,LOW,False
2006-04-24,6.969577e-06,LOW,False
2006-04-25,7.096541e-06,LOW,False
2006-04-26,7.1825343e-06,LOW,False
2006-04-27,7.2610337e-06,LOW,False
2006-04-28,7.505051e-06,LOW,False
2006-04-29,7.4181808e-06,LOW,False
2006-04-30,7.397031e-06,LOW,False
2006-05-01,7.6196184e-06,LOW,False
2006-05-02,7.630177e-06,LOW,False
2006-05-03,7.761177e-06,LOW,False
2006-05-04,7.911459e-06,LOW,False
2006-05-05,8.178972e-06,LOW,False
2006-05-06,8.351565e-06,LOW,False
2006-05-07,8.614871e-06,LOW,False
2006-05-08,8.579059e-06,LOW,False
2006-05-09,9.055853e-06,LOW,False
2006-05-10,8.346509e-06,LOW,False
2006-05-11,8.877101e-06,LOW,False
2006-05-12,8.787413e-06,LOW,False
2006-05-13,8.823624e-06,LOW,False
2006-05-14,8.979933e-06,LOW,False
2006-05-15,9.52099e-06,LOW,False
2006-05-16,9.453414e-06,LOW,False
2006-05-17,9.839295e-06,LOW,False
2006-05-18,9.193638e-06,LOW,False
2006-05-19,9.421158e-06,LOW,False
2006-05-20,9.045609e-06,LOW,False
2006-05-21,8.820543e-06,LOW,False
2006-05-22,8.8819015e-06,LOW,False
2006-05-23,8.602671e-06,LOW,False
2006-05-24,8.017108e-06,LOW,False
2006-05-25,7.752684e-06,LOW,False
2006-05-26,7.5590683e-06,LOW,False
2006-05-27,7.3550505e-06,LOW,False
2006-05-28,7.1280942e-06,LOW,False
2006-05-29,6.7322258e-06,LOW,False
2006-05-30,2.5905372e-06,LOW,False
2006-05-31,1.3069895e-06,LOW,False
2006-06-01,1.160251e-06,LOW,False
2006-06-02,1.3042513e-06,LOW,False
2006-06-03,1.1860417e-06,LOW,False
2006-06-04,1.2867289e-06,LOW,False
2006-06-05,1.4645991e-06,LOW,False
2006-06-06,1.2449149e-06,LOW,False
2006-06-07,1.8589984e-06,LOW,False
2006-06-08,2.679719e-06,LOW,False
2006-06-09,3.018183e-06,LOW,False
2006-06-10,3.85487e-06,LOW,False
2006-06-11,5.704724e-06,LOW,False
2006-06-12,9.84045e-06,LOW,False
2006-06-13,2.8488937e-05,LOW,False
2006-06-14,4.749332e-05,LOW,False
2006-06-15,0.00018669816,LOW,False
2006-06-16,0.00030339483,LOW,False
2006-06-17,0.00027124124,LOW,False
2006-06-18,0.00030051952,LOW,False
2006-06-19,0.00020838933,LOW,False
2006-06-20,0.00012289564,LOW,False
2006-06-21,8.3225365e-05,LOW,False
2006-06-22,5.97218e-05,LOW,False
2006-06-23,4.6441168e-05,LOW,False
2006-06-24,3.8101873e-05,LOW,False
2006-06-25,2.9077702e-05,LOW,False
2006-06-26,1.4364274e-05,LOW,False
2006-06-27,7.0272818e-06,LOW,False
2006-06-28,5.10088e-06,LOW,False
2006-06-29,2.5098964e-06,LOW,False
2006-06-30,5.309875e-06,LOW,False
2006-07-01,5.191079e-06,LOW,False
2006-07-02,4.310468e-06,LOW,False
2006-07-03,3.6469594e-06,LOW,False
2006-07-04,3.1421955e-06,LOW,False
2006-07-05,2.9474713e-06,LOW,False
2006-07-06,3.1660124e-06,LOW,False
2006-07-07,5.3563813e-06,LOW,False
2006-07-08,8.269435e-06,LOW,False
2006-07-09,1.2349981e-05,LOW,False
2006-07-10,6.909264e-05,LOW,False
2006-07-11,0.00017140999,LOW,False
2006-07-12,0.00036007134,LOW,False
2006-07-13,0.00088228384,LOW,False
2006-07-14,0.00089383096,LOW,False
2006-07-15,0.0009431415,LOW,False
2006-07-16,0.00090963824,LOW,False
2006-07-17,0.0008938974,LOW,False
2006-07-18,0.0009116799,LOW,False
2006-07-19,0.0010846654,LOW,False
2006-07-20,0.00179135,LOW,False
2006-07-21,0.0022520241,LOW,False
2006-07-22,0.0022231257,LOW,False
2006-07-23,0.002300085,LOW,False
2006-07-24,0.0027296413,LOW,False
2006-07-25,0.002390423,LOW,False
2006-07-26,0.0027345158,LOW,False
2006-07-27,0.0035185267,LOW,False
2006-07-28,0.004041836,LOW,False
2006-07-29,0.0039516236,LOW,False
2006-07-30,0.0028882087,LOW,False
2006-07-31,0.002474587,LOW,False
2006-08-01,0.0027900734,LOW,False
2006-08-02,0.0039423667,LOW,False
2006-08-03,0.005629499,LOW,False
2006-08-04,0.014737176,LOW,False
2006-08-05,0.048346497,LOW,False
2006-08-06,0.20147647,LOW,False
2006-08-07,0.5881207,MODERATE,False
2006-08-08,0.7982844,HIGH,True
2006-08-09,0.87552226,EXTREME,True
2006-08-10,0.9243747,EXTREME,True
2006-08-11,0.9613039,EXTREME,True
2006-08-12,0.9591001,EXTREME,True
2006-08-13,0.96997726,EXTREME,True
2006-08-14,0.96257496,EXTREME,True
2006-08-15,0.9539263,EXTREME,True
2006-08-16,0.93392754,EXTREME,True
2006-08-17,0.8946887,EXTREME,True
2006-08-18,0.79009604,HIGH,True
2006-08-19,0.63950217,HIGH,False
2006-08-20,0.45496458,MODERATE,False
2006-08-21,0.29510158,LOW,False
2006-08-22,0.1959305,LOW,False
2006-08-23,0.10439087,LOW,False
2006-08-24,0.03694924,LOW,False
2006-08-25,0.012696836,LOW,False
2006-08-26,0.008087003,LOW,False
2006-08-27,0.0045796405,LOW,False
2006-08-28,0.0033258356,LOW,False
2006-08-29,0.0025704072,LOW,False
2006-08-30,0.0021981774,LOW,False
2006-08-31,0.0019125802,LOW,False
2006-09-01,0.0016898038,LOW,False
2006-09-02,0.0014696836,LOW,False
2006-09-03,0.0012651152,LOW,False
2006-09-04,0.0011525996,LOW,False
2006-09-05,0.0010331731,LOW,False
2006-09-06,0.000922048,LOW,False
2006-09-07,0.00087545434,LOW,False
2006-09-08,0.000833739,LOW,False
2006-09-09,0.0008568525,LOW,False
2006-09-10,0.00078110816,LOW,False
2006-09-11,0.00068717496,LOW,False
2006-09-12,0.00063070975,LOW,False
2006-09-13,0.00048614672,LOW,False
2006-09-14,0.00043355234,LOW,False
2006-09-15,0.0003862939,LOW,False
2006-09-16,0.0003557064,LOW,False
2006-09-17,0.0003435244,LOW,False
2006-09-18,0.00033326476,LOW,False
2006-09-19,0.00033306054,LOW,False
2006-09-20,0.00038086888,LOW,False
2006-09-21,0.00040369277,LOW,False
2006-09-22,0.00037787418,LOW,False
2006-09-23,0.0003629217,LOW,False
2006-09-24,0.00038599884,LOW,False
2006-09-25,0.00046002975,LOW,False
2006-09-26,0.00047545167,LOW,False
2006-09-27,0.0005271087,LOW,False
2006-09-28,0.00057043176,LOW,False
2006-09-29,0.0006769281,LOW,False
2006-09-30,0.0008440949,LOW,False
2006-10-01,0.00081479555,LOW,False
2006-10-02,0.00073418865,LOW,False
2006-10-03,0.00065212813,LOW,False
2006-10-04,0.00061915733,LOW,False
2006-10-05,0.0006169519,LOW,False
2006-10-06,0.00062480516,LOW,False
2006-10-07,0.000596476,LOW,False
2006-10-08,0.0005524726,LOW,False
2006-10-09,0.0005393151,LOW,False
2006-10-10,0.000506193,LOW,False
2006-10-11,0.0004933761,LOW,False
2006-10-12,0.00047758425,LOW,False
2006-10-13,0.00046667655,LOW,False
2006-10-14,0.00045587638,LOW,False
2006-10-15,0.00044903113,LOW,False
2006-10-16,0.0004460406,LOW,False
2006-10-17,0.00044028193,LOW,False
2006-10-18,0.00043851498,LOW,False
2006-10-19,0.00043555518,LOW,False
2006-10-20,0.00043826943,LOW,False
2006-10-21,0.00043853943,LOW,False
2006-10-22,0.0004379675,LOW,False
2006-10-23,0.0004391686,LOW,False
2006-10-24,0.0004348491,LOW,False
2006-10-25,0.0004284622,LOW,False
2006-10-26,0.00042310456,LOW,False
2006-10-27,0.0004154395,LOW,False
2006-10-28,0.00040803576,LOW,False
2006-10-29,0.0004010276,LOW,False
2006-10-30,0.0003984337,LOW,False
2006-10-31,0.00039448065,LOW,False
2006-11-01,0.0003897796,LOW,False
2006-11-02,8.442688e-06,LOW,False
2006-11-03,2.2091909e-07,LOW,False
2006-11-04,8.547307e-08,LOW,False
2006-11-05,6.520432e-08,LOW,False
2006-11-06,5.7794715e-08,LOW,False
2006-11-07,5.4329153e-08,LOW,False
2006-11-08,5.1096542e-08,LOW,False
2006-11-09,4.9500294e-08,LOW,False
2006-11-10,4.8141228e-08,LOW,False
2006-11-11,4.7705498e-08,LOW,False
2006-11-12,4.8044363e-08,LOW,False
2006-11-13,4.8789598e-08,LOW,False
2006-11-14,5.5907474e-08,LOW,False
2006-11-15,5.7632406e-06,LOW,False
2006-11-16,5.5746855e-06,LOW,False
2006-11-17,5.4120105e-06,LOW,False
2006-11-18,5.2493397e-06,LOW,False
2006-11-19,5.1185593e-06,LOW,False
2006-11-20,5.084343e-06,LOW,False
2006-11-21,5.022565e-06,LOW,False
2006-11-22,5.0392423e-06,LOW,False
2006-11-23,4.8874635e-06,LOW,False
2006-11-24,4.5384722e-06,LOW,False
2006-11-25,4.2468873e-06,LOW,False
