date,year,score,RH_persist_7d,Rain_sum_7d,month
2009-06-20,2009,0.8191548,1.0166666666666666,40.28999999999999,6
2016-07-20,2016,0.8186881,3.4793333333333334,32.05999999999998,7
2018-09-22,2018,0.81739205,2.9779999999999998,5.9299999999999855,9
2017-06-09,2017,0.81710666,2.6359999999999992,35.09999999999998,6
2012-06-30,2012,0.8157176,3.526666666666666,48.88999999999999,6
2010-06-01,2010,0.81464237,3.046666666666667,8.639999999999993,6
2011-08-21,2011,0.81345993,5.141333333333332,18.679999999999986,8
2017-09-14,2017,0.8131727,3.990666666666666,30.879999999999985,9
2024-09-14,2024,0.8114872,3.985333333333333,9.269999999999952,9
2018-06-07,2018,0.8111179,3.776,51.71,6
2009-07-06,2009,0.80996966,4.367333333333334,116.04,7
2024-06-08,2024,0.8088412,3.5766666666666658,41.199999999999946,6
2008-08-27,2008,0.8088094,2.960666666666665,3.329999999999993,8
2017-10-07,2017,0.8080781,4.058000000000001,28.98999999999998,10
2018-06-04,2018,0.808046,3.219999999999999,33.829999999999984,6
2006-09-05,2006,0.8071527,3.972,4.76,9
2006-10-07,2006,0.80666906,3.315333333333333,8.070000000000002,10
2014-06-14,2014,0.8064517,3.2253333333333343,25.27999999999998,6
2024-06-25,2024,0.8058272,3.4633333333333334,110.64999999999996,6
2024-06-06,2024,0.8052516,3.052666666666667,33.28999999999995,6
2009-07-29,2009,0.8047495,5.243333333333332,6.3099999999999925,7
2017-08-08,2017,0.80360633,3.861333333333334,2.9999999999999822,8
2015-10-12,2015,0.803267,4.352666666666668,52.05999999999997,10
2009-09-23,2009,0.80250037,2.304666666666665,18.049999999999997,9
2011-08-18,2011,0.8024909,4.129333333333333,9.149999999999986,8
2024-09-13,2024,0.80203706,4.071333333333333,9.80999999999995,9
2023-07-07,2023,0.8018394,5.285333333333334,72.19999999999995,7
2007-09-24,2007,0.8003957,4.214666666666666,30.7,9
2012-06-09,2012,0.79836124,2.9553333333333325,23.98999999999998,6
2010-06-12,2010,0.79707026,3.011333333333334,96.1,6
2007-09-27,2007,0.7959899,4.412000000000001,43.06,9
2007-08-19,2007,0.7935199,2.903333333333333,5.719999999999998,8
2018-05-31,2018,0.7931818,3.0233333333333325,22.159999999999982,5
2009-06-21,2009,0.7930405,1.650666666666667,59.42,6
2017-08-15,2017,0.7928661,3.5706666666666678,10.819999999999984,8
2014-07-11,2014,0.7927359,3.212000000000002,65.71999999999998,7
2006-10-06,2006,0.7923864,3.041333333333333,7.7200000000000015,10
2023-06-28,2023,0.79233295,5.231999999999999,74.95999999999995,6
2012-06-10,2012,0.7918906,2.8593333333333324,27.679999999999986,6
2019-08-04,2019,0.79169416,3.775333333333333,33.49999999999997,8
2016-06-23,2016,0.78907716,2.7260000000000013,81.97999999999998,6
2017-08-14,2017,0.78806186,3.468,6.6599999999999815,8
2023-09-01,2023,0.7874557,2.582,2.31999999999995,9
2018-10-05,2018,0.7873099,2.6140000000000008,15.929999999999986,10
2016-06-08,2016,0.7864362,1.3353333333333317,38.619999999999976,6
2011-08-22,2011,0.7863159,5.338666666666667,20.829999999999988,8
2006-10-03,2006,0.78525007,2.1766666666666667,5.330000000000002,10
2006-09-04,2006,0.78452694,3.812,3.59,9
2016-07-22,2016,0.78428054,3.2093333333333334,31.29999999999998,7
2011-05-29,2011,0.7840383,2.4899999999999984,5.539999999999986,5
2012-05-02,2012,0.78253984,3.311333333333333,1.959999999999982,5
2009-09-03,2009,0.7798222,4.374666666666665,14.719999999999992,9
2017-06-08,2017,0.77977127,2.846666666666667,29.83999999999998,6
2017-06-07,2017,0.7787754,2.9513333333333343,27.559999999999977,6
2017-10-08,2017,0.77869684,4.3646666666666665,33.46999999999998,10
2012-06-14,2012,0.7780522,3.4739999999999998,42.91999999999998,6
2017-06-10,2017,0.7771116,2.8373333333333326,48.329999999999984,6
2018-06-08,2018,0.7767578,3.9753333333333343,63.77999999999999,6
2015-08-22,2015,0.7737716,3.779333333333334,2.889999999999979,8
2024-08-22,2024,0.773274,5.330666666666667,73.98999999999995,8
2017-08-12,2017,0.77298385,3.6373333333333338,6.6999999999999815,8
2018-06-09,2018,0.7725373,3.948000000000001,84.16,6
2007-08-05,2007,0.77083004,4.936000000000001,46.34,8
2015-06-03,2015,0.77046764,2.365333333333334,6.309999999999981,6
2015-07-10,2015,0.76807296,3.638000000000001,2.0799999999999788,7
2017-08-16,2017,0.7680326,3.679333333333333,10.499999999999982,8
2023-08-29,2023,0.76743555,3.355999999999999,3.78999999999995,8
2024-10-11,2024,0.76691127,3.429333333333333,82.85999999999996,10
2018-07-01,2018,0.7663158,3.6786666666666665,22.72999999999999,7
2015-08-20,2015,0.7649117,3.897333333333334,2.3799999999999786,8
2016-07-21,2016,0.76437175,3.282666666666666,30.79999999999998,7
2014-06-15,2014,0.76426435,3.421333333333334,29.389999999999976,6
2015-07-25,2015,0.7635812,4.090666666666669,10.05999999999998,7
2024-06-07,2024,0.7619216,3.242,34.87999999999995,6
2010-07-19,2010,0.7606225,3.7399999999999993,73.75999999999999,7
2012-06-17,2012,0.76037085,4.188666666666665,60.28999999999998,6
2023-06-17,2023,0.76023984,3.661333333333334,26.77999999999996,6
2023-07-26,2023,0.75898534,5.663999999999999,37.17999999999995,7
2015-08-19,2015,0.75850224,3.828,2.439999999999978,8
2006-06-21,2006,0.7580578,3.051333333333334,16.91,6
2016-06-10,2016,0.75687474,2.291333333333332,56.30999999999998,6
2012-07-26,2012,0.7562624,3.687333333333333,10.819999999999984,7
2012-06-06,2012,0.75528437,2.559333333333333,22.46999999999998,6
2017-10-12,2017,0.7543951,4.482,33.23999999999998,10
2017-07-04,2017,0.75412583,3.651333333333333,17.79999999999998,7
2009-09-04,2009,0.75390804,4.5026666666666655,24.729999999999997,9
2016-07-31,2016,0.7532186,4.164666666666665,40.37999999999998,7
2019-08-15,2019,0.75320727,5.175999999999999,10.509999999999971,8
2018-06-05,2018,0.7524975,3.3233333333333333,35.48999999999999,6
2016-10-09,2016,0.7508935,3.506,12.82999999999998,10
2017-06-06,2017,0.7507756,3.334666666666668,24.33999999999998,6
2014-07-07,2014,0.74897015,2.4086666666666674,10.439999999999978,7
2017-08-10,2017,0.7488839,3.7846666666666655,6.3699999999999815,8
2012-06-29,2012,0.74784,3.319999999999999,29.519999999999985,6
2018-07-25,2018,0.74762845,4.205333333333336,17.759999999999984,7
2023-07-27,2023,0.7468752,5.410666666666666,32.939999999999955,7
2007-09-26,2007,0.7468463,4.132,37.59,9
2016-07-19,2016,0.7467666,3.696,28.689999999999976,7
2010-08-27,2010,0.74647355,4.372000000000001,48.99999999999999,8
2012-06-11,2012,0.7464507,2.713333333333333,30.90999999999998,6
2017-10-11,2017,0.745999,4.552000000000001,33.59999999999998,10
2024-09-26,2024,0.74464655,3.5973333333333337,16.19999999999995,9
2021-06-13,2021,0.7429244,2.3420000000000005,52.84999999999996,6
2019-07-22,2019,0.74113154,4.4300000000000015,72.97999999999996,7
2011-05-28,2011,0.739805,2.764666666666665,4.019999999999985,5
2023-06-27,2023,0.7395416,5.069333333333333,32.32999999999996,6
2015-08-18,2015,0.7387242,3.770666666666667,2.469999999999979,8
2012-06-13,2012,0.7382926,3.228666666666665,36.90999999999998,6
2010-04-13,2010,0.7379961,1.628,11.619999999999992,4
2008-06-10,2008,0.7378406,2.8486666666666656,113.35,6
2023-07-22,2023,0.73772985,4.874666666666666,28.09999999999995,7
2018-06-06,2018,0.7373785,3.372666666666668,39.28999999999999,6
2008-09-06,2008,0.737027,5.072666666666666,29.319999999999997,9
2015-10-11,2015,0.73694783,4.117999999999999,30.879999999999978,10
2014-08-24,2014,0.7365305,4.732,23.61999999999998,8
2009-06-06,2009,0.7338724,2.673333333333334,19.759999999999994,6
2017-10-13,2017,0.7337857,4.304000000000001,30.98999999999998,10
2024-09-27,2024,0.7335045,3.926,18.14999999999995,9
2018-09-21,2018,0.73320144,3.223333333333333,5.539999999999986,9
2023-09-06,2023,0.7331577,3.032,2.7199999999999505,9
2012-06-16,2012,0.73168224,3.8566666666666665,51.74999999999999,6
2019-10-20,2019,0.7307105,2.6333333333333333,37.89999999999997,10
2012-07-25,2012,0.7305558,3.4606666666666674,11.189999999999982,7
2023-07-23,2023,0.7294919,5.167999999999999,34.22999999999995,7
2012-06-18,2012,0.7285744,4.3726666666666665,66.57999999999998,6
2007-08-04,2007,0.72804934,4.885333333333334,51.53,8
2018-07-18,2018,0.7271086,4.181333333333334,31.979999999999983,7
2014-09-03,2014,0.7267671,6.049333333333334,54.689999999999976,9
2010-08-28,2010,0.7267607,4.406000000000001,46.17999999999999,8
2018-07-21,2018,0.7264279,4.356000000000002,32.65999999999998,7
2015-07-09,2015,0.72564936,3.529333333333334,2.0999999999999788,7
2012-06-15,2012,0.72511375,3.6279999999999992,46.56999999999998,6
2007-08-06,2007,0.7246769,4.878666666666668,42.35,8
2016-08-02,2016,0.7234833,4.058,33.95999999999998,8
2011-07-24,2011,0.72298294,5.051333333333333,33.829999999999984,7
2014-08-23,2014,0.7227744,4.660666666666667,17.109999999999978,8
2017-08-13,2017,0.72264266,3.449333333333333,6.509999999999982,8
2022-06-10,2022,0.72179,2.8986666666666663,94.34999999999997,6
2009-06-19,2009,0.71769464,0.6633333333333333,19.029999999999998,6
2023-06-24,2023,0.7174904,5.2653333333333325,15.01999999999996,6
2023-06-29,2023,0.71641207,5.413333333333332,85.86999999999996,6
2008-08-10,2008,0.7162772,3.793333333333333,20.48999999999999,8
2024-09-25,2024,0.71472204,3.2140000000000004,14.10999999999995,9
2014-07-08,2014,0.7144567,2.5380000000000007,14.459999999999978,7
2018-07-03,2018,0.7137626,3.685333333333334,32.89999999999999,7
2008-08-11,2008,0.7130034,4.109333333333335,24.289999999999992,8
2024-06-09,2024,0.7119817,3.5679999999999983,41.339999999999954,6
2007-08-29,2007,0.71134293,5.975333333333332,41.52,8
2012-06-12,2012,0.7098986,2.7626666666666657,31.249999999999982,6
2007-09-07,2007,0.70910805,4.655333333333333,43.69,9
2015-08-21,2015,0.70892704,3.938666666666668,2.689999999999978,8
2023-08-10,2023,0.7080275,3.96,1.8699999999999504,8
2024-09-15,2024,0.7074952,3.8273333333333337,7.4899999999999505,9
2012-07-01,2012,0.7074473,3.612,74.30999999999999,7
2017-07-19,2017,0.7072268,3.1540000000000004,42.96999999999999,7
2014-08-04,2014,0.70602655,4.687333333333333,19.649999999999977,8
2011-08-17,2011,0.70592237,3.976,6.329999999999986,8
2009-06-22,2009,0.7042992,1.872,71.87,6
2008-06-11,2008,0.703888,2.9966666666666657,111.39,6
2023-06-23,2023,0.70352757,5.342666666666666,10.09999999999996,6
2006-09-16,2006,0.70325094,4.8260000000000005,52.9,9
2016-07-27,2016,0.7028523,4.0713333333333335,45.019999999999975,7
2011-09-01,2011,0.7022552,4.876666666666669,32.86999999999998,9
2017-10-09,2017,0.70185,4.568,31.109999999999975,10
2014-06-16,2014,0.70138556,3.658,32.35999999999998,6
2006-10-05,2006,0.70134294,2.866,5.870000000000002,10
2008-09-18,2008,0.70103955,3.961333333333333,40.08999999999999,9
2008-07-02,2008,0.70064926,3.773333333333333,12.59999999999999,7
2010-06-03,2010,0.7004509,2.2186666666666666,10.899999999999991,6
2011-07-31,2011,0.6993408,5.734666666666668,55.37999999999998,7
2018-07-11,2018,0.69901615,3.1613333333333338,45.61999999999999,7
2024-09-12,2024,0.6977838,4.036666666666665,9.74999999999995,9
2008-09-05,2008,0.6968566,4.878666666666665,26.819999999999997,9
2023-09-05,2023,0.6966854,2.801333333333334,2.37999999999995,9
2016-09-17,2016,0.6962514,3.584666666666667,17.06999999999998,9
2008-08-09,2008,0.6939353,3.642666666666668,12.909999999999991,8
2017-09-15,2017,0.6937845,4.31,35.84999999999998,9
2018-07-16,2018,0.6935595,3.948,47.39999999999999,7
2014-06-13,2014,0.69344693,2.841333333333334,20.78999999999997,6
2014-08-06,2014,0.6921072,4.830666666666666,19.469999999999978,8
2011-08-23,2011,0.69208497,5.383333333333334,20.649999999999984,8
2009-10-04,2009,0.69058275,3.116666666666667,24.909999999999997,10
2007-08-07,2007,0.68967766,4.820666666666666,42.53999999999999,8
2018-07-22,2018,0.6896308,4.343333333333336,30.219999999999985,7
2016-10-10,2016,0.6896202,3.4180000000000006,16.47999999999998,10
2022-06-11,2022,0.6895971,2.904666666666667,99.06999999999996,6
2014-08-25,2014,0.6881171,4.646000000000001,35.64999999999998,8
2014-09-02,2014,0.6874084,5.656000000000001,65.32999999999998,9
2019-08-14,2019,0.68609613,5.3006666666666655,10.089999999999971,8
2008-08-12,2008,0.6854334,4.235333333333333,25.22999999999999,8
2009-06-07,2009,0.684691,2.6913333333333336,21.23999999999999,6
2015-10-13,2015,0.68445057,4.422666666666667,51.589999999999975,10
2011-08-01,2011,0.6839738,5.717333333333334,61.65999999999998,8
2023-07-28,2023,0.6839593,5.345333333333334,30.43999999999995,7
2019-07-21,2019,0.6837256,4.472000000000001,62.37999999999997,7
2008-07-04,2008,0.68333435,3.5606666666666653,13.479999999999992,7
2018-07-20,2018,0.68316233,4.326000000000001,27.399999999999988,7
2009-08-22,2009,0.68271035,4.816666666666666,45.42999999999999,8
2007-09-09,2007,0.6825699,4.572666666666667,27.189999999999998,9
2016-07-26,2016,0.6822226,3.793333333333333,41.19999999999997,7
2023-07-25,2023,0.6821476,5.461333333333332,35.75999999999995,7
2008-08-26,2008,0.68177575,2.8679999999999986,2.739999999999993,8
2014-08-05,2014,0.68149614,4.7766666666666655,19.76999999999998,8
2010-07-18,2010,0.6809262,3.5859999999999994,69.28999999999999,7
2018-07-17,2018,0.678627,4.106666666666667,43.68999999999999,7
2007-08-03,2007,0.67772245,4.720666666666668,58.06,8
2021-06-14,2021,0.677392,2.7686666666666677,69.22999999999996,6
2015-06-14,2015,0.6768987,3.442000000000001,109.88999999999996,6
2018-07-15,2018,0.6760538,3.7080000000000006,47.60999999999999,7
2007-06-17,2007,0.6759304,3.856666666666666,114.65,6
2017-08-21,2017,0.6753838,4.420000000000001,15.489999999999984,8
2017-07-20,2017,0.67508125,3.4613333333333336,49.899999999999984,7
2016-06-11,2016,0.6750286,2.6206666666666663,56.74999999999998,6
2009-09-05,2009,0.67441064,4.472666666666667,25.96999999999999,9
2015-07-26,2015,0.6726187,4.154000000000003,9.31999999999998,7
2009-10-03,2009,0.6711927,3.119333333333333,22.929999999999996,10
2015-06-16,2015,0.66800654,4.308666666666667,113.39999999999998,6
2023-07-08,2023,0.667495,5.33,71.08999999999995,7
2011-09-02,2011,0.6668831,5.262666666666668,33.51999999999999,9
2006-07-01,2006,0.6650354,3.818000000000001,92.96,7
2019-09-04,2019,0.66482174,5.064666666666666,54.62999999999997,9
2017-08-11,2017,0.66401094,3.792,6.879999999999982,8
2023-06-25,2023,0.6634195,4.989333333333333,17.049999999999958,6
2016-09-27,2016,0.6613274,3.798000000000001,17.04999999999998,9
2015-06-18,2015,0.6609671,4.607333333333333,145.76999999999998,6
2011-09-11,2011,0.66083354,5.425333333333334,11.069999999999986,9
2023-08-31,2023,0.65994954,2.9033333333333333,2.75999999999995,8
2007-09-28,2007,0.6571378,4.342666666666668,40.98,9
2014-08-03,2014,0.65393096,4.428,18.29999999999998,8
2015-10-10,2015,0.65341467,3.856,25.039999999999974,10
2007-08-28,2007,0.65150076,5.641999999999999,34.07,8
2016-07-01,2016,0.64920294,4.087999999999999,84.77999999999997,7
2018-07-24,2018,0.64890105,4.256000000000001,21.619999999999987,7
2019-10-22,2019,0.6486968,3.306666666666666,58.65999999999997,10
2016-07-02,2016,0.64857113,4.182,86.31999999999998,7
2023-06-26,2023,0.6473149,4.922666666666666,20.45999999999996,6
2008-06-01,2008,0.6458758,1.6166666666666665,8.529999999999998,6
2019-07-23,2019,0.644107,4.4013333333333335,75.55999999999997,7
2018-07-12,2018,0.64358085,3.3800000000000003,52.54999999999999,7
2016-06-12,2016,0.64320123,3.002,56.77999999999998,6
2014-08-26,2014,0.6431355,4.585333333333334,45.94999999999998,8
2019-08-13,2019,0.6415574,5.417333333333333,10.189999999999973,8
2024-09-11,2024,0.6413824,4.031999999999998,8.939999999999952,9
2009-09-06,2009,0.640621,4.593333333333334,26.77,9
2007-09-20,2007,0.6397247,3.556666666666667,9.129999999999995,9
2011-08-31,2011,0.63824135,4.544666666666668,31.589999999999986,8
2011-10-29,2011,0.6365146,0.6866666666666665,21.389999999999983,10
2024-07-20,2024,0.636511,5.345333333333333,62.35999999999994,7
2019-10-21,2019,0.63577825,2.9879999999999995,43.77999999999997,10
2024-08-23,2024,0.63492215,5.568666666666666,81.51999999999995,8
2010-07-17,2010,0.63460934,3.1979999999999995,55.63999999999999,7
2016-08-06,2016,0.63383025,4.634,23.99999999999998,8
2014-10-02,2014,0.63337064,3.746,20.23999999999998,10
2024-10-12,2024,0.6330907,3.810666666666666,120.98999999999997,10
2017-10-10,2017,0.6325525,4.530000000000001,32.91999999999998,10
2020-06-04,2020,0.6320957,3.024666666666667,56.55999999999997,6
2019-10-23,2019,0.6309934,3.626,122.13999999999996,10
2012-04-27,2012,0.6305094,3.3193333333333337,2.639999999999982,4
2010-09-28,2010,0.63041675,3.152000000000001,34.86999999999999,9
2024-08-09,2024,0.62831104,4.4913333333333325,4.4699999999999465,8
2016-09-18,2016,0.6274471,3.660666666666668,23.609999999999975,9
2024-06-21,2024,0.62612766,2.1693333333333333,16.969999999999946,6
2009-06-23,2009,0.62572646,2.196666666666666,80.36999999999999,6
2017-09-18,2017,0.6251825,4.938666666666667,91.11,9
2018-07-07,2018,0.62476665,3.1006666666666662,34.04999999999999,7
2010-07-21,2010,0.6247186,3.8733333333333326,97.73,7
2008-09-17,2008,0.62414396,3.8386666666666662,49.21,9
2007-09-02,2007,0.6222958,5.434,54.52,9
2014-07-12,2014,0.622261,3.295333333333335,69.35999999999999,7
2016-10-04,2016,0.6217472,2.8706666666666663,3.459999999999978,10
2016-05-31,2016,0.6213419,3.240666666666668,8.029999999999978,5
2024-08-17,2024,0.6210503,3.482666666666666,5.889999999999946,8
2014-08-02,2014,0.6204186,4.179333333333333,16.899999999999977,8
2008-08-02,2008,0.6202456,3.979333333333332,22.349999999999994,8
2007-07-28,2007,0.6192363,4.9,45.95,7
2016-08-01,2016,0.61899894,4.117333333333333,36.24999999999998,8
2017-06-13,2017,0.6184712,3.5726666666666653,102.23999999999998,6
2010-07-27,2010,0.6170323,3.568,66.29999999999998,7
2009-06-05,2009,0.6162517,2.5220000000000007,14.479999999999992,6
2009-06-24,2009,0.6156446,2.6126666666666654,89.94999999999999,6
2007-08-30,2007,0.61551386,5.936,45.54,8
2010-07-20,2010,0.6133586,3.892,80.65999999999998,7
2024-10-10,2024,0.61285573,3.05,18.169999999999952,10
2008-09-16,2008,0.6124525,3.777333333333334,51.50999999999999,9
2017-10-16,2017,0.61201006,3.855333333333334,28.92999999999998,10
2007-08-08,2007,0.6115843,4.7,37.14,8
2023-07-06,2023,0.6105027,5.357333333333334,64.69999999999996,7
2011-07-01,2011,0.60938025,3.7480000000000007,10.309999999999986,7
2007-07-27,2007,0.6088287,4.863333333333333,38.04,7
2007-05-25,2007,0.6082495,2.734,7.710000000000002,5
2008-09-09,2008,0.6074063,5.627999999999997,35.56999999999999,9
2015-07-24,2015,0.60600793,3.890666666666669,8.84999999999998,7
2018-06-14,2018,0.60573536,3.323333333333333,41.71,6
2014-10-01,2014,0.60573274,3.332,19.059999999999977,10
2024-09-30,2024,0.6056891,4.289333333333333,18.209999999999948,9
2007-09-03,2007,0.60504514,5.228666666666667,60.01,9
2017-10-06,2017,0.6049143,3.5140000000000007,19.98999999999998,10
2016-09-21,2016,0.60448503,4.126,24.65999999999998,9
2018-07-19,2018,0.60399336,4.246666666666667,26.259999999999987,7
2008-08-08,2008,0.6010611,3.663333333333333,8.379999999999992,8
2018-06-30,2018,0.60080767,3.6046666666666662,26.26999999999999,6
2018-07-23,2018,0.600661,4.301333333333336,24.289999999999985,7
2006-07-21,2006,0.59891206,3.853999999999999,5.08,7
2017-08-29,2017,0.5984805,4.443333333333332,28.05999999999998,8
2008-09-07,2008,0.5980291,5.219999999999999,28.949999999999992,9
2014-09-04,2014,0.59749156,6.085333333333334,47.399999999999984,9
2015-07-27,2015,0.59652567,4.176000000000002,9.99999999999998,7
2018-07-13,2018,0.59464616,3.57,51.88999999999999,7
2019-10-24,2019,0.5934342,4.289333333333333,183.24,10
2010-06-13,2010,0.5920354,3.2420000000000004,108.87,6
2009-06-27,2009,0.5918461,3.673999999999999,74.47999999999999,6
2007-08-31,2007,0.5916539,5.797333333333333,46.86,8
2011-10-14,2011,0.59119654,2.172000000000001,23.629999999999985,10
2008-08-03,2008,0.591172,3.965333333333332,20.249999999999996,8
2015-06-20,2015,0.5908154,4.5360000000000005,141.11,6
2007-09-06,2007,0.5893835,4.618666666666666,47.39999999999999,9
2022-06-09,2022,0.5887871,2.9633333333333334,60.61999999999996,6
2019-07-20,2019,0.588051,4.254000000000001,47.01999999999997,7
2010-08-29,2010,0.5877299,4.196000000000001,43.06999999999999,8
2012-07-27,2012,0.58718985,3.770666666666667,10.689999999999982,7
2009-06-25,2009,0.5871574,3.039333333333333,94.35,6
2024-08-16,2024,0.5856889,3.35,3.1899999999999467,8
2017-06-05,2017,0.58307093,3.564000000000002,23.55999999999998,6
2014-07-25,2014,0.5807037,3.769333333333333,21.88999999999998,7
2024-10-09,2024,0.5795053,2.648,13.539999999999951,10
2012-06-19,2012,0.5791265,4.358666666666666,66.44999999999999,6
2008-08-01,2008,0.5791178,3.784,23.889999999999997,8
2019-08-12,2019,0.5782283,5.526,11.409999999999972,8
2012-09-08,2012,0.5776018,5.37,21.029999999999983,9
2012-07-24,2012,0.5774165,3.2153333333333336,11.159999999999982,7
2008-08-13,2008,0.5761061,4.252666666666666,24.72999999999999,8
2023-09-07,2023,0.575778,3.4193333333333333,3.39999999999995,9
2024-06-12,2024,0.57557845,3.4973333333333314,49.669999999999945,6
2007-07-29,2007,0.5744239,4.832666666666666,50.52,7
2024-06-10,2024,0.57378006,3.655999999999998,43.22999999999995,6
2015-06-17,2015,0.5730319,4.596666666666668,119.78999999999998,6
2014-08-29,2014,0.57183015,4.795333333333335,73.68999999999997,8
2008-07-24,2008,0.57118595,3.624,15.529999999999994,7
2016-09-20,2016,0.5692951,3.992000000000001,25.08999999999998,9
2023-06-18,2023,0.5676573,4.4606666666666674,20.01999999999996,6
2015-09-15,2015,0.56762016,3.7966666666666673,45.01999999999998,9
2010-08-26,2010,0.5665861,4.224666666666668,34.66999999999999,8
2008-09-10,2008,0.566292,5.697999999999999,39.26999999999999,9
2006-09-20,2006,0.5635031,5.444666666666667,44.29,9
2015-10-07,2015,0.5627308,3.464,29.27999999999998,10
